age,height,weight,point,times,buy 
26,141,84,18,7,1
43,144,69,291,3,1
80,140,64,236,17,1
35,144,57,207,1,1
77,170,59,120,14,1
51,148,40,163,11,1
49,175,40,142,16,1
32,176,83,283,19,1
36,164,94,15,16,1
35,155,63,37,13,1
51,154,40,252,16,1
52,178,44,299,7,1
71,150,59,214,3,1
65,181,62,15,8,1
36,155,44,87,19,1
57,174,94,111,17,1
61,143,50,128,20,1
68,152,80,1,9,1
36,147,66,265,19,1
21,155,64,243,12,1
78,180,76,279,20,1
20,172,40,36,13,1
74,177,67,243,19,1
35,154,69,156,11,1
37,170,48,257,14,1
46,149,65,151,7,1
60,159,49,244,9,1
76,152,96,295,12,1
26,144,85,125,11,1
74,171,55,97,1,1
69,175,52,95,4,1
53,182,61,282,16,1
22,174,89,253,20,1
43,153,62,52,1,0
63,182,80,139,14,1
42,141,76,257,17,1
54,155,64,206,13,1
71,177,63,141,11,1
43,142,49,225,0,1
59,144,84,135,13,1
31,153,77,76,15,1
34,172,94,158,0,1
50,180,63,85,4,0
72,148,92,273,17,1
52,143,45,278,3,1
75,143,52,41,7,1
50,149,67,75,13,1
31,151,46,148,16,1
54,153,95,283,16,1
64,174,84,69,7,1
44,167,40,31,14,1
78,156,73,208,14,1
58,158,58,83,5,0
54,171,70,88,5,0
57,143,72,65,5,1
59,176,41,269,19,1
64,163,83,252,3,1
52,173,65,87,12,1
33,166,63,172,17,1
73,144,75,16,15,1
24,145,83,249,13,1
34,182,62,5,18,1
26,148,49,41,17,1
36,151,77,248,17,1
54,143,90,206,20,1
43,165,90,232,14,1
36,164,53,255,7,1
50,174,67,113,1,1
78,183,72,211,4,1
72,141,50,100,5,1
23,157,98,186,10,1
49,152,87,289,18,1
47,141,59,276,18,1
39,154,44,192,17,1
70,180,53,7,0,1
74,161,57,198,16,1
41,177,73,36,1,0
64,150,65,13,12,1
69,183,61,101,8,1
41,176,72,240,3,1
40,155,97,297,14,1
62,181,47,200,6,1
76,147,78,144,6,1
24,181,60,20,10,0
80,163,51,177,10,1
35,157,88,223,4,1
71,147,57,288,1,1
79,156,44,81,8,1
66,175,95,44,10,1
55,184,42,230,6,1
52,163,80,255,4,1
45,150,41,45,13,1
41,147,85,251,15,1
40,163,92,223,8,1
80,158,50,52,15,1
37,173,88,160,14,1
77,142,85,233,15,1
79,176,81,42,10,1
27,178,58,274,14,1
75,174,63,248,0,1
72,166,87,295,12,1
55,173,100,67,19,1
26,159,55,146,7,1
24,164,80,189,13,1
78,172,89,39,19,1
59,160,72,229,3,1
68,173,92,278,2,1
60,173,44,83,6,0
56,177,67,219,3,1
47,144,42,298,17,1
79,143,68,170,20,1
74,155,92,170,9,1
72,142,60,270,7,1
66,156,99,246,3,1
24,155,54,224,9,1
20,166,73,165,11,1
32,150,81,234,10,1
45,148,99,289,20,1
46,181,78,153,4,1
74,160,83,200,14,1
57,149,89,60,2,1
67,166,48,289,4,1
35,175,79,296,9,1
49,153,76,14,20,1
75,178,51,268,12,1
31,166,51,209,17,1
23,149,55,146,8,1
48,142,57,19,5,0
41,170,46,90,3,0
53,147,45,160,1,1
56,160,55,192,0,1
28,157,48,143,3,1
26,161,68,85,5,0
49,176,74,300,17,1
35,178,86,150,16,1
30,166,71,282,19,1
24,147,40,104,15,1
49,173,76,243,6,1
59,157,67,272,6,1
61,179,70,117,18,1
76,169,60,106,13,1
28,171,51,89,12,1
24,150,75,298,1,1
74,183,100,21,13,1
55,165,87,166,8,1
45,173,59,113,12,1
27,141,89,258,16,1
53,185,63,206,2,1
38,179,72,239,1,1
30,164,85,276,14,1
44,142,83,233,6,1
58,166,56,209,6,1
29,176,82,251,19,1
41,183,74,90,16,1
25,170,90,119,11,1
33,151,80,16,13,1
52,148,66,3,3,0
26,148,84,217,17,1
28,163,43,9,10,0
57,178,76,146,19,1
23,171,96,141,18,1
75,169,43,209,14,1
42,181,69,290,8,1
26,146,62,151,4,1
37,172,74,205,18,1
34,141,68,195,9,1
27,185,50,24,16,1
44,154,77,176,19,1
69,153,71,177,0,1
53,159,90,284,9,1
27,141,59,239,9,1
69,185,63,172,12,1
58,154,80,149,17,1
75,180,46,101,12,1
64,145,95,143,13,1
61,173,88,161,13,1
20,171,68,17,10,0
46,182,45,93,4,0
23,157,57,32,10,0
39,173,99,252,5,1
66,168,97,142,3,1
72,180,89,125,19,1
38,148,85,89,0,1
68,170,61,66,20,1
56,177,91,125,20,1
27,160,85,283,9,1
71,178,50,270,19,1
73,162,41,19,20,1
63,156,58,189,19,1
77,145,87,268,2,1
66,164,93,107,9,1
46,182,57,75,11,1
58,163,50,72,7,0
22,180,70,65,8,0
79,164,57,152,12,1
73,163,60,68,20,1
51,170,53,228,2,1
22,149,74,196,9,1
20,173,67,161,16,1
31,143,61,68,1,0
26,167,94,61,15,1
25,170,75,106,12,1
38,144,67,228,5,1
52,154,97,293,18,1
61,180,96,84,2,1
54,169,97,165,12,1
31,142,94,107,2,1
42,165,63,237,16,1
29,149,71,226,16,1
26,183,43,118,11,1
40,145,78,26,3,1
79,152,99,78,16,1
49,161,75,239,18,1
24,169,56,75,1,0
30,169,67,21,7,0
65,151,87,171,16,1
42,173,78,246,15,1
30,154,60,60,3,0
66,168,88,14,2,1
46,157,41,63,7,0
76,171,76,234,2,1
59,173,96,175,4,1
57,179,69,102,11,1
57,166,58,144,20,1
38,167,41,260,6,1
26,176,40,26,4,0
78,176,54,172,6,1
48,150,64,291,14,1
49,167,90,51,4,0
40,181,68,212,2,1
79,146,91,228,15,1
52,145,50,125,6,1
75,172,58,228,1,1
25,159,53,60,10,0
78,147,51,95,8,1
64,159,87,289,1,1
78,167,55,231,3,1
38,183,78,135,7,1
51,163,89,291,15,1
44,172,41,233,12,1
29,141,90,262,17,1
32,176,79,120,11,1
21,176,60,194,5,1
75,185,94,210,9,1
64,154,53,288,5,1
80,172,53,198,10,1
28,160,51,268,6,1
43,140,43,259,17,1
71,155,53,196,3,1
25,150,80,38,17,1
33,154,43,37,16,1
27,174,90,120,0,1
64,160,79,233,2,1
46,150,53,22,2,0
72,165,61,50,13,1
71,154,48,233,7,1
51,175,57,6,15,1
62,160,61,289,5,1
67,171,43,239,5,1
29,184,40,39,4,0
51,163,69,29,10,0
22,162,100,257,2,1
21,162,94,121,11,1
34,140,54,94,10,0
56,182,63,74,9,0
63,180,81,49,20,1
68,184,93,27,16,1
69,160,50,214,6,1
32,150,67,109,19,1
22,148,60,128,11,1
80,144,62,244,4,1
54,168,88,109,4,1
30,171,76,191,12,1
56,165,98,8,2,0
56,144,92,89,16,1
49,169,97,59,0,0
60,142,50,31,0,0
71,155,71,236,13,1
49,147,47,88,9,0
61,153,48,272,2,1
46,180,57,208,7,1
20,170,56,12,16,1
28,178,45,43,8,0
57,181,69,106,19,1
70,162,49,207,15,1
65,154,96,12,18,1
50,147,82,190,1,1
79,167,72,22,13,1
34,179,80,137,13,1
47,181,82,167,17,1
23,179,67,220,2,1
25,149,79,299,8,1
72,152,55,198,3,1
30,153,44,243,6,1
66,158,79,53,16,1
20,183,93,112,20,1
37,154,54,5,11,1
61,180,89,214,15,1
80,158,49,28,2,1
33,144,65,200,5,1
21,156,91,52,11,1
59,167,47,299,17,1
35,173,67,12,4,0
53,171,52,277,7,1
41,178,46,3,2,0
45,154,82,147,4,1
65,158,41,223,6,1
80,159,74,40,11,1
29,167,73,83,4,0
59,157,54,232,5,1
54,174,69,120,9,1
28,161,85,178,2,1
39,177,48,50,4,0
36,141,47,274,16,1
35,164,92,202,0,1
46,156,67,236,9,1
33,169,47,274,3,1
54,161,92,209,12,1
79,172,75,89,9,1
22,156,93,37,11,1
42,171,47,78,14,1
22,183,86,193,10,1
72,167,79,120,17,1
23,167,48,169,13,1
39,149,93,202,11,1
76,170,42,75,11,1
66,170,69,148,1,1
33,171,83,94,4,0
34,143,69,94,0,0
42,149,86,278,18,1
51,143,62,237,19,1
45,148,61,214,6,1
67,144,92,246,10,1
35,158,65,132,19,1
26,183,54,151,7,1
66,157,71,224,20,1
78,156,40,176,12,1
68,154,71,213,16,1
60,181,69,134,8,1
80,177,100,71,20,1
27,141,82,273,18,1
51,164,42,130,4,1
33,149,94,195,14,1
23,146,93,274,8,1
63,179,87,280,3,1
52,148,97,236,7,1
44,161,56,138,5,1
72,150,91,124,19,1
55,155,66,100,15,1
44,146,95,132,16,1
47,162,83,34,17,1
71,146,74,171,0,1
75,141,94,153,7,1
53,182,41,109,4,1
71,169,47,205,10,1
53,167,58,119,8,1
25,156,54,129,17,1
39,173,43,274,5,1
79,159,83,66,18,1
39,172,65,200,18,1
72,144,89,92,5,1
42,141,88,208,2,1
53,143,60,59,16,1
61,169,64,152,6,1
66,170,85,134,10,1
21,184,100,107,11,1
29,176,84,2,0,0
37,179,78,239,10,1
28,164,79,175,9,1
70,162,77,254,10,1
36,159,74,182,16,1
28,156,68,52,11,1
49,169,71,168,3,1
43,176,92,111,11,1
65,140,51,114,10,1
32,181,76,78,16,1
67,182,57,30,9,1
25,147,82,42,3,1
72,167,73,254,20,1
48,145,77,273,8,1
80,175,60,14,17,1
77,174,55,161,13,1
42,158,40,277,2,1
23,177,85,181,14,1
41,161,93,131,3,1
25,178,79,65,1,0
28,168,41,76,16,1
70,172,66,55,12,1
77,168,83,233,5,1
35,174,83,129,12,1
69,169,98,49,8,1
32,149,46,174,9,1
65,182,71,63,13,1
33,177,94,15,10,0
50,167,84,168,2,1
22,182,46,234,17,1
67,151,45,262,12,1
30,171,98,279,6,1
55,181,97,93,7,0
76,160,86,264,2,1
43,166,55,145,16,1
21,158,52,3,14,1
80,141,50,160,0,1
39,171,66,229,9,1
66,180,48,282,18,1
61,157,40,239,12,1
58,143,53,224,12,1
40,143,63,160,14,1
75,162,83,121,0,1
24,160,82,32,20,1
72,157,92,238,8,1
58,147,77,248,9,1
31,171,52,181,13,1
59,170,90,142,5,1
79,142,57,60,14,1
47,164,68,95,16,1
61,182,59,282,18,1
39,150,74,189,1,1
36,168,80,199,4,1
30,165,56,111,9,1
43,166,98,42,8,0
36,177,46,13,8,0
48,148,72,261,15,1
74,163,47,140,18,1
79,176,65,232,15,1
80,153,77,257,2,1
52,165,80,107,6,1
63,152,53,35,4,1
79,147,51,262,8,1
80,173,84,139,15,1
59,172,47,274,8,1
37,165,57,128,8,1
27,182,89,125,10,1
21,146,82,217,1,1
58,181,65,264,20,1
78,151,84,133,18,1
73,173,57,81,10,1
68,172,62,196,11,1
68,145,57,184,12,1
68,174,69,161,20,1
34,141,97,87,15,1
37,149,52,95,15,1
47,170,57,32,10,0
51,145,56,106,2,1
73,168,61,113,2,1
34,148,42,139,3,1
31,154,77,52,13,1
22,183,47,108,17,1
26,147,77,181,3,1
21,150,61,35,18,1
42,151,70,75,0,0
48,147,95,30,0,1
22,177,93,126,20,1
58,159,81,163,20,1
80,150,80,168,14,1
71,147,93,90,7,1
30,173,56,88,11,1
51,179,90,32,9,0
25,140,67,279,0,1
68,176,74,53,5,1
42,166,65,272,17,1
59,174,62,90,8,0
63,166,57,203,16,1
53,168,41,292,5,1
72,157,50,107,12,1
46,155,72,167,16,1
80,165,41,232,14,1
22,142,45,165,15,1
60,142,57,68,15,1
20,169,47,278,7,1
66,158,55,123,0,1
40,180,83,140,17,1
69,181,51,290,10,1
68,166,78,269,8,1
41,174,64,22,12,1
37,161,40,111,3,1
34,148,63,209,15,1
46,178,59,154,12,1
24,170,90,219,8,1
54,176,59,175,6,1
43,148,51,188,11,1
53,156,48,150,9,1
36,182,44,3,13,1
48,166,74,208,4,1
43,185,85,119,14,1
38,180,54,287,15,1
28,175,48,264,5,1
69,176,73,64,12,1
50,165,70,102,9,1
71,184,79,291,10,1
22,176,82,255,9,1
32,172,94,30,1,0
62,160,49,234,17,1
32,166,80,255,9,1
47,182,86,141,0,1
56,184,97,91,8,0
65,173,87,70,14,1
80,184,49,166,1,1
22,169,68,235,2,1
21,161,88,234,8,1
66,183,52,124,13,1
31,185,59,214,3,1
60,159,44,253,13,1
33,176,55,214,19,1
57,149,81,293,3,1
45,140,93,208,11,1
60,151,56,119,9,1
32,157,98,138,1,1
44,165,67,155,2,1
38,167,70,51,7,0
79,159,63,132,18,1
58,172,76,269,18,1
62,160,59,203,14,1
43,144,49,260,6,1
76,173,73,248,3,1
59,162,86,28,12,1
30,153,76,135,19,1
72,157,49,241,6,1
54,172,46,73,18,1
70,164,78,57,10,1
49,141,70,209,10,1
72,148,72,234,8,1
27,150,75,58,8,1
57,151,49,161,16,1
43,165,50,72,6,0
33,152,72,131,6,1
62,154,89,135,5,1
60,170,92,71,18,1
20,174,99,242,9,1
31,178,58,292,3,1
28,160,86,7,3,0
68,185,81,77,14,1
76,140,58,58,14,1
22,167,74,243,4,1
42,162,61,82,12,1
73,152,87,108,9,1
22,164,69,259,1,1
51,146,60,219,3,1
73,142,79,104,6,1
39,180,62,17,16,1
45,167,49,292,9,1
38,179,99,87,8,0
44,179,86,138,15,1
68,145,80,241,2,1
79,160,99,130,1,1
61,163,80,277,9,1
40,158,87,274,12,1
78,169,74,175,20,1
42,153,52,216,8,1
48,182,72,102,8,1
78,175,48,62,7,1
22,166,48,53,16,1
78,153,47,128,4,1
21,159,100,217,9,1
49,153,46,63,8,0
29,159,49,179,5,1
48,167,75,58,17,1
32,152,92,258,10,1
56,185,50,220,10,1
54,167,40,139,11,1
31,161,54,256,1,1
27,177,62,117,10,1
46,166,63,67,19,1
29,142,72,167,20,1
44,147,98,164,15,1
42,170,49,291,1,1
35,161,41,159,1,1
63,142,51,72,5,1
28,155,75,294,14,1
50,167,45,229,11,1
72,176,45,197,4,1
44,158,82,15,4,1
21,183,88,113,19,1
20,171,58,99,11,1
80,143,87,240,14,1
62,164,53,294,18,1
34,169,59,207,4,1
25,159,76,247,12,1
48,144,46,9,18,1
28,185,78,118,11,1
70,151,54,252,4,1
75,181,66,201,17,1
79,166,40,296,20,1
40,156,42,197,10,1
41,177,62,134,1,1
69,141,69,133,1,1
32,156,89,259,11,1
43,146,85,54,5,1
55,170,77,279,14,1
47,152,71,281,7,1
67,140,100,131,5,1
59,176,76,242,18,1
43,153,83,237,11,1
28,157,98,89,5,1
60,174,88,27,14,1
39,155,91,99,12,1
20,157,45,60,17,1
51,163,98,297,16,1
47,165,58,192,8,1
49,174,45,252,8,1
30,182,45,275,19,1
79,165,89,295,5,1
23,151,83,153,14,1
51,140,80,37,2,1
51,158,51,205,1,1
78,164,89,299,11,1
28,166,88,207,12,1
80,170,45,224,9,1
56,160,40,30,16,1
72,140,40,144,6,1
40,167,40,75,17,1
44,164,87,162,10,1
74,184,95,290,2,1
28,167,98,33,4,0
52,148,76,148,8,1
78,184,49,180,17,1
22,161,90,52,8,0
35,158,68,214,11,1
73,159,88,257,16,1
47,151,80,62,2,1
38,166,66,168,17,1
32,182,98,17,9,0
42,140,63,7,5,0
46,144,94,248,11,1
60,169,63,246,11,1
66,182,96,152,3,1
39,176,69,28,4,0
50,180,65,189,11,1
47,147,59,61,20,1
24,165,88,273,13,1
23,147,43,186,11,1
74,153,76,241,11,1
73,182,58,221,4,1
49,166,68,24,0,0
59,164,93,67,11,1
54,149,64,244,8,1
20,149,72,4,8,1
49,178,92,199,12,1
80,141,90,273,19,1
67,185,89,74,10,1
41,182,45,22,3,0
60,147,86,264,7,1
66,180,69,186,2,1
58,182,67,136,4,1
30,174,82,5,16,1
73,159,43,179,13,1
51,145,61,197,0,1
26,174,52,214,14,1
26,162,91,289,4,1
28,167,77,238,1,1
36,185,44,206,4,1
37,176,43,265,1,1
39,150,92,239,10,1
27,155,53,112,5,1
29,177,90,53,2,0
23,147,42,149,19,1
45,176,100,3,11,1
44,156,42,289,4,1
39,146,50,282,12,1
24,165,70,58,15,1
56,182,59,186,0,1
24,180,44,134,2,1
49,181,47,103,2,1
38,143,72,159,15,1
66,154,82,220,3,1
40,153,45,174,7,1
67,164,64,282,14,1
42,143,56,288,5,1
20,143,69,230,18,1
39,162,85,244,1,1
27,164,70,207,0,1
80,177,62,28,16,1
52,172,49,178,19,1
63,184,69,178,10,1
50,145,53,187,14,1
20,176,77,87,5,0
36,181,73,210,5,1
23,163,85,183,17,1
68,154,81,200,8,1
40,173,97,37,19,1
40,163,65,215,15,1
77,159,85,130,5,1
73,146,53,12,20,1
64,181,69,94,0,1
45,176,87,212,6,1
25,179,63,14,3,0
35,176,75,99,15,1
21,159,85,297,1,1
78,184,44,88,6,1
73,154,50,153,2,1
67,174,64,159,5,1
78,170,78,128,18,1
36,178,63,250,17,1
52,184,92,286,1,1
29,155,98,52,1,1
36,185,94,293,5,1
75,146,83,108,10,1
29,179,92,205,3,1
54,170,41,42,18,1
20,183,66,284,12,1
59,145,98,193,15,1
62,170,73,159,2,1
75,174,54,161,17,1
23,141,87,193,8,1
31,159,69,87,17,1
36,154,95,200,19,1
29,143,80,72,17,1
36,146,95,95,5,1
45,154,68,169,6,1
61,161,83,295,7,1
30,177,62,259,17,1
56,181,66,278,7,1
56,180,47,229,2,1
50,175,50,231,2,1
50,163,68,260,20,1
54,163,86,238,9,1
31,179,41,120,15,1
67,167,79,209,5,1
55,158,48,130,0,1
72,146,72,188,20,1
36,173,78,295,1,1
75,140,40,278,5,1
44,154,74,33,18,1
76,163,68,9,10,1
78,173,82,234,0,1
71,183,73,3,6,1
54,153,44,286,12,1
75,171,65,189,14,1
40,157,86,207,2,1
76,174,71,237,12,1
40,168,84,262,0,1
34,162,92,30,12,1
74,184,89,226,5,1
78,169,78,243,19,1
40,169,51,231,13,1
53,175,92,51,3,0
51,165,70,277,6,1
39,152,40,250,12,1
26,141,62,165,19,1
36,172,87,131,20,1
67,141,51,295,8,1
66,178,47,69,20,1
77,140,86,172,0,1
64,178,40,98,18,1
61,140,95,16,9,1
69,183,55,138,0,1
80,155,41,256,8,1
68,167,52,297,19,1
80,156,82,251,0,1
68,170,63,230,14,1
40,158,42,44,18,1
46,171,63,200,2,1
22,180,76,289,3,1
24,183,55,138,9,1
60,140,84,245,10,1
28,157,46,91,1,0
61,165,42,257,10,1
31,166,68,3,20,1
60,185,75,237,8,1
33,150,61,224,6,1
26,179,50,163,12,1
50,176,40,183,11,1
50,183,55,31,7,0
34,145,94,8,12,1
33,157,67,92,6,0
38,172,53,87,1,0
63,152,54,278,15,1
37,162,55,99,6,0
42,156,51,0,4,0
42,165,96,24,20,1
40,182,77,133,11,1
59,143,53,44,15,1
61,141,44,143,0,1
40,148,51,38,8,0
69,185,66,251,5,1
62,148,43,212,19,1
28,142,84,182,17,1
71,178,77,92,7,1
35,157,96,117,8,1
77,149,42,145,9,1
59,141,74,81,1,1
42,147,68,131,16,1
34,163,45,127,10,1
53,170,63,299,1,1
66,178,42,195,13,1
42,167,54,242,11,1
74,154,47,284,3,1
47,183,67,130,12,1
74,174,68,259,9,1
51,146,84,199,17,1
39,158,70,217,2,1
71,183,87,190,2,1
61,167,57,229,17,1
37,176,62,243,13,1
33,142,61,89,8,0
44,144,49,120,16,1
38,159,93,53,17,1
71,170,63,156,20,1
32,174,81,51,20,1
60,148,77,29,12,1
57,146,48,89,1,0
56,154,89,125,9,1
64,157,42,34,19,1
59,174,86,32,10,0
36,157,47,71,12,1
47,142,75,290,8,1
47,153,47,124,16,1
72,181,83,106,2,1
59,166,46,155,15,1
59,176,71,81,6,0
25,150,76,225,4,1
60,156,87,174,17,1
59,145,97,28,14,1
35,152,100,204,10,1
79,161,83,122,18,1
34,157,42,217,13,1
42,160,65,96,9,0
77,157,50,65,17,1
71,157,93,165,10,1
60,163,59,204,15,1
21,151,75,194,14,1
65,170,66,275,6,1
45,178,50,53,8,0
59,174,72,245,7,1
51,180,63,43,6,0
33,177,79,141,7,1
22,145,56,230,1,1
44,156,40,27,9,0
36,146,42,22,18,1
70,184,83,223,15,1
73,152,54,228,4,1
53,152,47,10,10,0
35,173,76,71,8,0
67,144,74,44,11,1
69,162,82,85,12,1
20,142,63,131,0,1
77,166,83,128,9,1
72,164,96,28,13,1
46,143,89,56,20,1
65,169,46,223,13,1
26,173,84,18,17,1
38,172,68,26,17,1
25,146,72,271,19,1
74,177,70,126,19,1
74,164,74,265,11,1
52,147,89,193,16,1
30,152,53,289,13,1
40,149,41,38,10,0
39,178,50,292,11,1
33,164,100,110,3,1
76,152,99,238,9,1
37,163,86,49,18,1
36,167,90,208,1,1
36,158,44,218,19,1
71,155,87,30,7,1
46,160,76,29,5,0
79,140,77,121,4,1
80,141,99,160,18,1
50,154,71,18,17,1
48,177,89,177,18,1
22,180,42,292,12,1
67,151,64,129,3,1
60,143,67,80,3,0
71,168,90,198,9,1
26,174,98,162,14,1
80,164,47,195,0,1
63,144,64,11,3,1
24,140,73,133,5,1
31,181,41,114,14,1
29,148,47,181,2,1
45,145,68,46,4,0
51,141,78,65,7,1
27,168,91,296,2,1
56,170,52,184,7,1
59,153,49,179,5,1
40,147,58,134,9,1
34,165,43,151,4,1
79,146,72,73,19,1
32,163,59,274,16,1
71,178,81,144,6,1
35,169,41,184,4,1
33,161,47,5,14,1
44,164,58,298,14,1
36,177,52,157,18,1
30,184,97,176,16,1
54,164,55,246,10,1
44,185,88,136,17,1
46,184,49,108,7,1
47,150,91,287,7,1
35,154,84,230,20,1
63,175,59,94,15,1
57,161,97,152,7,1
27,159,95,216,7,1
66,145,56,0,5,1
48,150,75,160,6,1
74,172,73,294,12,1
25,157,57,291,8,1
54,166,83,41,18,1
47,153,63,129,8,1
77,153,93,180,1,1
49,149,41,28,13,1
76,142,43,268,5,1
41,185,81,8,3,0
60,155,64,79,5,0
72,180,45,187,19,1
26,162,56,229,5,1
69,172,58,93,6,1
45,159,67,117,6,1
59,182,100,119,4,1
39,141,100,10,10,1
70,184,94,7,20,1
50,148,78,161,9,1
64,181,76,105,14,1
40,147,98,142,11,1
51,174,44,231,11,1
26,183,68,38,12,1
20,182,81,120,13,1
62,158,98,295,11,1
69,173,46,140,9,1
50,169,42,119,13,1
76,150,73,133,12,1
46,171,58,180,20,1
42,177,96,241,6,1
50,153,65,266,8,1
35,156,41,175,19,1
46,165,72,277,8,1
40,155,45,47,10,0
35,171,45,279,1,1
42,140,49,294,7,1
42,152,73,298,10,1
23,152,49,93,20,1
26,176,94,118,14,1
65,171,86,127,13,1
26,168,92,232,11,1
23,180,56,273,18,1
63,172,96,232,9,1
70,184,84,175,12,1
68,161,61,126,0,1
37,170,78,122,17,1
31,179,46,94,4,0
29,175,41,270,2,1
59,143,44,253,2,1
54,162,89,3,5,0
59,168,46,4,2,0
59,176,67,99,7,0
66,148,46,296,3,1
49,168,58,106,19,1
46,153,87,189,15,1
52,175,61,94,3,0
21,184,80,282,8,1
23,163,91,7,4,0
65,163,52,180,20,1
30,159,73,88,13,1
49,182,51,91,13,1
21,159,84,130,2,1
51,175,96,245,10,1
22,155,44,153,6,1
56,168,72,81,19,1
60,173,71,193,12,1
32,170,40,265,4,1
38,160,53,295,20,1
52,181,93,171,5,1
34,181,75,188,8,1
43,164,50,197,2,1
29,148,52,133,15,1
41,158,45,273,5,1
44,164,50,209,1,1
69,142,41,108,3,1
43,150,59,259,9,1
29,163,99,275,13,1
54,182,74,263,19,1
47,168,75,163,16,1
35,167,92,285,18,1
66,151,71,261,18,1
44,146,74,245,9,1
78,149,80,267,16,1
61,140,45,26,12,1
52,153,81,73,10,1
77,140,94,36,19,1
36,151,78,169,10,1
57,150,63,111,6,1
26,162,94,234,9,1
26,145,49,271,10,1
51,154,53,3,13,1
44,153,88,133,20,1
32,165,41,280,0,1
29,180,78,142,3,1
41,156,69,276,16,1
71,148,65,155,9,1
45,144,88,154,0,1
57,172,82,55,17,1
33,145,95,119,3,1
60,153,88,218,11,1
75,154,67,268,0,1
79,158,83,183,7,1
58,147,55,179,2,1
58,180,57,86,4,0
45,184,42,140,18,1
28,148,67,204,6,1
61,173,68,212,18,1
73,155,44,72,10,1
61,147,65,187,8,1
74,158,62,1,9,1
41,170,52,280,3,1
40,163,87,97,18,1
62,153,96,26,15,1
41,148,79,3,9,1
54,176,97,284,5,1
47,165,85,116,11,1
58,180,97,5,2,0
43,154,99,121,4,1
79,154,99,15,16,1
38,140,78,22,15,1
51,156,89,165,10,1
65,181,57,277,19,1
55,171,59,182,19,1
49,177,83,83,7,0
24,156,92,48,10,1
39,145,40,56,1,0
58,153,55,56,19,1
39,161,40,185,10,1
80,169,68,281,2,1
28,163,54,111,6,1
39,171,93,267,11,1
34,147,83,129,0,1
46,143,65,197,17,1
53,171,57,268,15,1
24,145,43,159,8,1
20,172,87,170,17,1
54,148,90,20,13,1
74,171,61,160,9,1
32,184,47,114,9,1
39,164,83,29,5,0
36,184,65,195,14,1
35,169,82,294,13,1
42,150,56,172,9,1
45,159,48,91,16,1
70,152,83,24,2,1
39,143,95,42,10,1
26,172,75,214,10,1
30,175,86,202,14,1
58,180,92,141,7,1
22,149,72,232,13,1
78,140,88,234,13,1
21,153,80,24,9,1
42,168,55,77,3,0
35,148,82,158,8,1
52,166,64,282,0,1
24,182,79,14,8,0
45,160,87,151,20,1
38,169,48,225,16,1
30,156,62,216,4,1
40,168,53,81,1,0
72,161,42,23,10,1
31,170,80,253,8,1
39,178,69,296,15,1
45,155,53,222,13,1
79,142,70,172,6,1
44,149,71,130,5,1
54,183,82,121,19,1
74,163,42,58,12,1
73,179,46,46,3,1
20,185,43,155,9,1
64,143,66,222,17,1
20,150,70,196,13,1
67,146,74,185,18,1
59,181,100,223,7,1
65,155,48,80,20,1
25,181,81,62,7,0
55,179,81,193,3,1
78,166,85,17,5,1
66,161,70,28,14,1
77,164,73,132,12,1
65,140,55,219,2,1
21,181,73,152,5,1
24,162,72,69,9,0
36,172,42,242,5,1
22,155,40,8,13,1
68,173,86,93,2,1
76,184,99,112,12,1
34,151,47,217,3,1
66,171,56,70,1,1
56,158,66,144,20,1
41,159,71,232,16,1
36,150,62,137,11,1
46,160,45,9,1,0
23,168,100,293,5,1
65,146,71,274,6,1
31,172,66,62,10,0
54,153,76,204,16,1
45,153,90,197,5,1
60,170,70,41,5,0
20,172,96,247,4,1
74,183,56,186,13,1
34,145,49,13,2,0
39,148,53,53,18,1
52,165,98,168,8,1
36,141,67,12,20,1
67,157,89,259,3,1
55,161,54,102,19,1
73,155,78,51,10,1
52,160,71,55,14,1
37,145,80,252,20,1
57,142,56,234,2,1
60,168,40,88,19,1
56,142,51,8,0,0
36,171,57,278,20,1
46,173,52,16,8,0
25,156,45,81,10,0
24,153,44,142,9,1
28,161,42,72,14,1
77,152,92,196,7,1
40,161,78,24,11,1
55,158,48,101,20,1
35,162,51,128,6,1
73,151,50,258,7,1
27,162,60,77,7,0
45,141,59,33,10,0
45,153,43,203,12,1
44,144,49,299,3,1
36,180,70,274,19,1
49,152,90,18,6,1
56,175,77,137,11,1
22,160,75,290,1,1
51,171,83,87,16,1
68,185,78,200,11,1
67,166,53,109,15,1
73,140,48,28,17,1
57,184,100,188,14,1
36,184,70,179,20,1
31,184,72,100,9,0
50,159,48,14,12,1
20,153,85,256,0,1
36,160,77,264,5,1
60,169,56,175,15,1
48,161,66,274,9,1
75,150,79,85,17,1
43,158,48,278,3,1
66,169,58,138,13,1
67,145,55,150,9,1
76,178,96,39,10,1
54,167,53,118,9,1
68,162,76,270,16,1
40,173,73,46,8,0
47,156,94,5,10,1
35,156,61,175,12,1
50,172,99,274,15,1
38,183,51,177,9,1
26,140,98,285,16,1
66,165,45,180,6,1
37,160,64,204,15,1
80,159,97,245,15,1
50,158,90,122,12,1
40,174,88,246,20,1
41,152,72,154,12,1
44,156,73,275,8,1
46,160,56,97,9,0
25,159,40,224,2,1
28,185,52,228,5,1
76,183,51,82,5,1
51,150,48,15,18,1
76,146,74,15,7,1
69,175,43,94,16,1
38,159,40,264,16,1
52,154,88,116,5,1
